"X","Y","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area","month","day"
9,9,68.8,63.8,70.2,56.1,33.3,62.7,9.4,6.4,68.7,"dec","mon"
9,9,75.8,72.3,66.3,56.1,33.3,72.4,9.4,6.4,67.4,"jun","wed"
9,9,74.6,70.2,62.6,56.1,33.3,70.8,9.4,6.4,74,"oct","tue"
9,9,68,69.7,67.9,56.1,33.3,67.8,9.4,6.4,67.1,"jan","wed"
9,9,73.6,70.4,70.5,56.1,33.3,66.8,9.4,6.4,65.5,"jul","sat"
9,9,72.3,64.1,65.9,56.1,33.3,68.5,9.4,6.4,72.4,"jun","thu"
9,9,67.2,60.7,68.7,56.1,33.3,70.4,9.4,6.4,66.3,"feb","sat"
9,9,73.9,71.4,68.2,56.1,33.3,65.1,9.4,6.4,68.2,"aug","sat"
9,9,72.4,68.2,71.4,56.1,33.3,69.6,9.4,6.4,69.6,"oct","thu"
9,9,66.6,69.2,67.8,56.1,33.3,68.9,9.4,6.4,63.7,"dec","wed"
9,9,69.7,68,70.4,56.1,33.3,74.6,9.4,6.4,69.7,"dec","fri"
9,9,67.7,72.4,63,56.1,33.3,72.4,9.4,6.4,64.9,"feb","mon"
9,9,74.1,63.6,70.6,56.1,33.3,69.1,9.4,6.4,73.2,"jun","sun"
9,9,66.2,72.1,68.6,56.1,33.3,70.2,9.4,6.4,71.1,"sep","mon"
9,9,63.5,62.2,70.9,56.1,33.3,66.5,9.4,6.4,71.9,"nov","wed"
9,9,80,68.2,77.2,56.1,33.3,70.4,9.4,6.4,69.2,"apr","sun"
9,9,64.8,71.8,66.7,56.1,33.3,70.1,9.4,6.4,67.7,"feb","sat"
9,9,67.8,66.7,76.3,56.1,33.3,70.4,9.4,6.4,74.8,"mar","mon"
9,9,66.6,65.4,65.5,56.1,33.3,63.1,9.4,6.4,67.3,"sep","sun"
9,9,70.8,70,73,56.1,33.3,63,9.4,6.4,69,"jul","sat"
9,9,69.3,65.4,73.1,56.1,33.3,69.1,9.4,6.4,67.9,"sep","sat"
9,9,69.6,66.8,70,56.1,33.3,69.1,9.4,6.4,72.7,"may","sun"
9,9,68.8,68.1,72.7,56.1,33.3,72.1,9.4,6.4,68.3,"dec","thu"
9,9,72.5,67.4,65.4,56.1,33.3,68.9,9.4,6.4,75.8,"dec","wed"
9,9,66.2,73.3,65.4,56.1,33.3,72.1,9.4,6.4,73.5,"jan","thu"
9,9,71.7,68,74,56.1,33.3,62.8,9.4,6.4,60,"apr","fri"
9,9,74.4,66.2,75.6,56.1,33.3,68.8,9.4,6.4,65.7,"oct","sat"
9,9,65.4,70.7,73.6,56.1,33.3,68.8,9.4,6.4,70.1,"sep","wed"
9,9,59.2,56.8,63.7,56.1,33.3,68.9,9.4,6.4,75.9,"sep","sun"
9,9,71.3,70.8,63.9,56.1,33.3,72,9.4,6.4,71.1,"dec","sun"
9,9,68.1,68.7,71.1,56.1,33.3,65.1,9.4,6.4,67.3,"nov","fri"
9,9,73.2,68.1,75.8,56.1,33.3,65.2,9.4,6.4,72,"apr","wed"
9,9,69.1,72.4,63.4,56.1,33.3,67.1,9.4,6.4,71.9,"sep","wed"
9,9,72.5,57.8,68.6,56.1,33.3,66.9,9.4,6.4,64.2,"jan","sat"
9,9,63.6,68.3,69,56.1,33.3,70.6,9.4,6.4,69.7,"dec","sat"
9,9,65.9,70.5,71,56.1,33.3,65.3,9.4,6.4,70.2,"jan","thu"
9,9,71.1,74.6,65.5,56.1,33.3,70.9,9.4,6.4,65.4,"nov","sun"
9,9,67.9,68.1,69.1,56.1,33.3,68.6,9.4,6.4,76.7,"oct","sun"
9,9,65.4,65.7,72,56.1,33.3,64.2,9.4,6.4,65.8,"apr","thu"
9,9,64.6,73,67.4,56.1,33.3,65,9.4,6.4,64.5,"jul","wed"
9,9,68.4,60.6,66.9,56.1,33.3,73,9.4,6.4,62.6,"apr","mon"
9,9,70.9,70.2,71.8,56.1,33.3,69.9,9.4,6.4,66.8,"dec","sun"
9,9,71.6,64.2,68,56.1,33.3,68.3,9.4,6.4,68.9,"feb","wed"
9,9,69.9,66,65.8,56.1,33.3,64.4,9.4,6.4,67.2,"dec","sat"
9,9,70.6,67.6,65.4,56.1,33.3,68.1,9.4,6.4,69.6,"jul","tue"
9,9,64.8,70.5,67.8,56.1,33.3,77.3,9.4,6.4,70,"mar","thu"
9,9,75.7,76,68.7,56.1,33.3,74.8,9.4,6.4,66.4,"apr","thu"
9,9,68.7,66.8,72.9,56.1,33.3,68.1,9.4,6.4,74.1,"jun","fri"
9,9,64.4,69.2,65.7,56.1,33.3,64.6,9.4,6.4,65.6,"oct","tue"
9,9,66.5,63.8,65.8,56.1,33.3,67.5,9.4,6.4,70.2,"oct","tue"
9,9,72.2,67.3,64.6,56.1,33.3,65.6,9.4,6.4,65.7,"mar","wed"
9,9,72.5,63.9,72.5,56.1,33.3,70.7,9.4,6.4,76.3,"dec","mon"
9,9,70.9,70,64.7,56.1,33.3,73.3,9.4,6.4,76.4,"sep","sat"
9,9,72.7,68,62.8,56.1,33.3,70.6,9.4,6.4,70.2,"jan","sun"
9,9,68.4,70.2,74.7,56.1,33.3,67.4,9.4,6.4,69.2,"sep","sat"
9,9,73.7,68,65.8,56.1,33.3,75.4,9.4,6.4,72.9,"nov","thu"
9,9,69,66.1,65.4,56.1,33.3,68.8,9.4,6.4,74.1,"apr","fri"
9,9,70.3,76.1,67.6,56.1,33.3,64.8,9.4,6.4,76.4,"sep","fri"
9,9,66.4,68.5,70.9,56.1,33.3,71.3,9.4,6.4,71.7,"apr","tue"
9,9,70.9,68.3,68.4,56.1,33.3,74.4,9.4,6.4,65,"apr","fri"
9,9,72.6,72.2,74.1,56.1,33.3,72.7,9.4,6.4,68,"nov","tue"
9,9,65.9,67.6,70,56.1,33.3,65.8,9.4,6.4,77.5,"may","sun"
9,9,65,67.8,70.6,56.1,33.3,65.6,9.4,6.4,67,"mar","sun"
9,9,67.9,73,68,56.1,33.3,75.2,9.4,6.4,69.2,"jun","mon"
9,9,61.7,73.1,66.6,56.1,33.3,69.7,9.4,6.4,71.2,"mar","sun"
9,9,76.6,70.1,64.8,56.1,33.3,68.1,9.4,6.4,68.1,"jun","fri"
9,9,71.5,70.5,69.7,56.1,33.3,75.4,9.4,6.4,67.8,"may","tue"
9,9,67.7,64.4,68.1,56.1,33.3,74.6,9.4,6.4,64,"aug","wed"
9,9,64.7,66.9,70.5,56.1,33.3,73.6,9.4,6.4,69,"sep","mon"
9,9,72.8,65.8,64.8,56.1,33.3,73.1,9.4,6.4,72.8,"apr","sun"
9,9,59.7,73,62.6,56.1,33.3,71.1,9.4,6.4,73.9,"sep","sun"
9,9,65.4,76.8,69.9,56.1,33.3,64.8,9.4,6.4,72.8,"oct","mon"
9,9,67.5,66.2,67.4,56.1,33.3,76.5,9.4,6.4,65.7,"aug","mon"
9,9,67.4,69.8,70.2,56.1,33.3,66.8,9.4,6.4,70.7,"oct","sun"
9,9,71.1,68.1,64.4,56.1,33.3,64.6,9.4,6.4,70.8,"nov","thu"
9,9,66.8,73.3,63.5,56.1,33.3,63,9.4,6.4,71.6,"may","tue"
9,9,71,70.1,74.5,56.1,33.3,71.3,9.4,6.4,73.6,"apr","sun"
9,9,64.1,71.9,67.3,56.1,33.3,70.7,9.4,6.4,70.1,"mar","sun"
9,9,69.7,70.1,63.7,56.1,33.3,69.3,9.4,6.4,69.4,"mar","sun"
9,9,67.9,75,67.9,56.1,33.3,71.7,9.4,6.4,69.3,"sep","wed"
9,9,62.4,67.8,73.6,56.1,33.3,76.6,9.4,6.4,63.8,"aug","sun"
9,9,71.2,72.5,78.3,56.1,33.3,65.2,9.4,6.4,62.5,"apr","fri"
9,9,75.1,73.5,64.8,56.1,33.3,70.6,9.4,6.4,69.7,"dec","thu"
9,9,67.2,68.9,67.6,56.1,33.3,62.1,9.4,6.4,72.9,"apr","mon"
9,9,67.4,68.6,61.3,56.1,33.3,72.9,9.4,6.4,71.3,"apr","sun"
9,9,69,67.1,69.1,56.1,33.3,60.9,9.4,6.4,69.1,"aug","sun"
9,9,62.5,63.5,71.6,56.1,33.3,71.2,9.4,6.4,71.5,"dec","wed"
9,9,73.3,70.7,73.1,56.1,33.3,66,9.4,6.4,71.8,"oct","fri"
9,9,75,70,68.9,56.1,33.3,66.6,9.4,6.4,68.4,"oct","wed"
9,9,69.7,72.4,69.3,56.1,33.3,67.3,9.4,6.4,65.1,"oct","mon"
9,9,72.4,76,74.3,56.1,33.3,72.2,9.4,6.4,78.6,"jun","mon"
9,9,79.2,70.1,71.9,56.1,33.3,71.2,9.4,6.4,65.7,"jun","sun"
9,9,69.5,62.1,68.3,56.1,33.3,74.6,9.4,6.4,67.5,"jan","tue"
9,9,73.5,63.8,73.8,56.1,33.3,73.4,9.4,6.4,71.6,"may","tue"
9,9,65.4,69.7,69.1,56.1,33.3,69.4,9.4,6.4,69.9,"feb","mon"
9,9,73.6,67.1,68.2,56.1,33.3,71.7,9.4,6.4,71.9,"jan","thu"
9,9,65.8,68.2,73,56.1,33.3,65.9,9.4,6.4,66.9,"oct","fri"
9,9,65.9,68.2,76,56.1,33.3,72.7,9.4,6.4,66.5,"jul","sat"
9,9,72.1,70.4,71.9,56.1,33.3,64.7,9.4,6.4,70.1,"aug","mon"
9,9,66,66.7,65.5,56.1,33.3,74.3,9.4,6.4,67.3,"jan","thu"
9,9,72.6,68,75.8,56.1,33.3,66.5,9.4,6.4,68.7,"oct","fri"
9,9,65.7,66.5,72.2,56.1,33.3,74.5,9.4,6.4,72.3,"jul","thu"
9,9,69.2,70.6,65.7,56.1,33.3,67.7,9.4,6.4,65.4,"may","fri"
9,9,72.8,65.9,63.9,56.1,33.3,76.1,9.4,6.4,62.6,"may","mon"
9,9,64.9,73.9,68.1,56.1,33.3,68.5,9.4,6.4,72.6,"jan","wed"
9,9,69,72.8,70.9,56.1,33.3,74.3,9.4,6.4,69.6,"mar","thu"
9,9,67.1,68.3,68.6,56.1,33.3,72.4,9.4,6.4,67.8,"apr","sat"
9,9,67.4,68.1,74,56.1,33.3,67.7,9.4,6.4,70.4,"aug","tue"
9,9,67.6,73.2,72.3,56.1,33.3,69.8,9.4,6.4,66.7,"jun","tue"
9,9,59.7,69.5,70.6,56.1,33.3,71,9.4,6.4,72,"apr","fri"
9,9,69.7,75.7,69.9,56.1,33.3,66,9.4,6.4,72.2,"feb","sat"
9,9,69.1,75.7,72.7,56.1,33.3,67.8,9.4,6.4,67.1,"aug","fri"
9,9,70.2,70.3,70.8,56.1,33.3,72.9,9.4,6.4,64.1,"apr","sat"
9,9,65,73.7,65.3,56.1,33.3,71.9,9.4,6.4,64.2,"apr","wed"
9,9,67,69.8,70.2,56.1,33.3,66.9,9.4,6.4,68.9,"oct","tue"
9,9,67.1,66.5,71.5,56.1,33.3,68.4,9.4,6.4,63.2,"mar","wed"
9,9,70.5,65.1,71.6,56.1,33.3,72.5,9.4,6.4,66.8,"dec","thu"
9,9,62.2,72,73.2,56.1,33.3,70.4,9.4,6.4,70.1,"jan","mon"
9,9,72.1,67.8,67.3,56.1,33.3,67.6,9.4,6.4,72.2,"oct","tue"
9,9,67.7,65.3,75.4,56.1,33.3,68.9,9.4,6.4,67.1,"jun","wed"
9,9,67.9,66.7,67.9,56.1,33.3,76,9.4,6.4,74.8,"jul","fri"
9,9,69,69.7,65.8,56.1,33.3,66.1,9.4,6.4,68,"jan","wed"
9,9,74.2,65.2,64.6,56.1,33.3,67.9,9.4,6.4,65,"dec","fri"
9,9,67.1,73.2,67.8,56.1,33.3,69.6,9.4,6.4,73.1,"dec","fri"
9,9,68.1,68.5,68.2,56.1,33.3,70.3,9.4,6.4,70.9,"feb","thu"
9,9,67.4,65.1,68.9,56.1,33.3,68.1,9.4,6.4,67.1,"may","thu"
9,9,65.9,69,64,56.1,33.3,71.1,9.4,6.4,71.8,"jul","thu"
9,9,69.9,67.8,67.6,56.1,33.3,64.5,9.4,6.4,73.8,"apr","tue"
9,9,72,73.5,66.8,56.1,33.3,71.5,9.4,6.4,66.2,"jun","sat"
9,9,73.9,69.4,69.9,56.1,33.3,67.2,9.4,6.4,72.6,"mar","mon"
9,9,76,62.2,74.4,56.1,33.3,69.8,9.4,6.4,67.5,"dec","wed"
9,9,73.9,71.3,61.8,56.1,33.3,75,9.4,6.4,69.3,"nov","tue"
9,9,62.9,69.5,68.3,56.1,33.3,68,9.4,6.4,70,"jun","wed"
9,9,68,67,62,56.1,33.3,70,9.4,6.4,71.1,"mar","sat"
9,9,72.9,68,68.8,56.1,33.3,71.3,9.4,6.4,64.3,"jan","tue"
9,9,69.9,69.3,64.6,56.1,33.3,69.4,9.4,6.4,67.7,"oct","wed"
9,9,67.1,67.9,71.5,56.1,33.3,67,9.4,6.4,70.4,"oct","mon"
9,9,72.7,70.1,68.1,56.1,33.3,74.5,9.4,6.4,65.5,"oct","sun"
9,9,70.7,64.7,67.8,56.1,33.3,67.8,9.4,6.4,75.4,"dec","fri"
9,9,67.7,68,71.5,56.1,33.3,71.8,9.4,6.4,64.5,"oct","wed"
9,9,62.6,66.6,67.9,56.1,33.3,70.8,9.4,6.4,65,"apr","fri"
9,9,69.1,76.7,66.4,56.1,33.3,63.5,9.4,6.4,64.2,"jul","thu"
9,9,71.9,65.5,69.9,56.1,33.3,63.5,9.4,6.4,72.3,"jan","thu"
9,9,65,71.2,72,56.1,33.3,74.7,9.4,6.4,68.4,"jan","fri"
9,9,67.2,61.6,70.1,56.1,33.3,65.6,9.4,6.4,73,"dec","mon"
9,9,67.4,69.3,68,56.1,33.3,67,9.4,6.4,66.2,"feb","mon"
9,9,71.2,68.5,61.7,56.1,33.3,69.9,9.4,6.4,61.2,"aug","mon"
9,9,70.2,63.4,72.6,56.1,33.3,69.3,9.4,6.4,72.6,"dec","sat"
9,9,67.5,73.4,69.8,56.1,33.3,73.2,9.4,6.4,70.3,"jun","sun"
9,9,67.5,70.6,64.5,56.1,33.3,61.5,9.4,6.4,71.2,"jan","wed"
9,9,70.4,66.1,71.8,56.1,33.3,73.4,9.4,6.4,71.9,"feb","mon"
9,9,74.9,70,70.3,56.1,33.3,60.5,9.4,6.4,68.3,"may","sun"
9,9,68,63.5,72.2,56.1,33.3,67.7,9.4,6.4,66.7,"may","sun"
9,9,73.1,71.3,71.4,56.1,33.3,74.4,9.4,6.4,68.8,"sep","sat"
9,9,70.1,63,61.1,56.1,33.3,65,9.4,6.4,69.3,"mar","mon"
9,9,72.3,64,73.3,56.1,33.3,66.5,9.4,6.4,70.8,"mar","mon"
9,9,68.5,70.4,62,56.1,33.3,72.1,9.4,6.4,71.9,"mar","wed"
9,9,64.9,69,62.2,56.1,33.3,69.4,9.4,6.4,66.1,"may","thu"
9,9,69.9,75.8,73,56.1,33.3,72.1,9.4,6.4,69.4,"oct","sun"
9,9,69.9,67.3,76.6,56.1,33.3,64,9.4,6.4,64.9,"feb","wed"
9,9,63.9,69.1,61.5,56.1,33.3,65.4,9.4,6.4,66.7,"feb","sun"
9,9,71.3,68.4,64.8,56.1,33.3,72.7,9.4,6.4,67.1,"nov","thu"
9,9,71,73.4,78.9,56.1,33.3,65.5,9.4,6.4,63.8,"jul","thu"
9,9,60.6,61.6,65.8,56.1,33.3,63.4,9.4,6.4,69.8,"apr","mon"
9,9,65.1,67,67.7,56.1,33.3,72.4,9.4,6.4,70.4,"may","fri"
9,9,63.8,68.8,63.7,56.1,33.3,63.2,9.4,6.4,69.6,"feb","tue"
9,9,77.4,68.7,68.2,56.1,33.3,78.6,9.4,6.4,69.8,"jun","wed"
9,9,78,66,63.9,56.1,33.3,70.7,9.4,6.4,65.1,"dec","mon"
9,9,66.1,67.5,62.8,56.1,33.3,67,9.4,6.4,71.9,"jun","mon"
9,9,63.5,69.3,67.4,56.1,33.3,69,9.4,6.4,57.5,"jul","sun"
9,9,66.9,70.5,68.4,56.1,33.3,68.4,9.4,6.4,68.6,"apr","mon"
9,9,71,77.3,66.2,56.1,33.3,67.6,9.4,6.4,71.9,"mar","thu"
9,9,68.3,68.4,72.1,56.1,33.3,70.4,9.4,6.4,70.4,"sep","sun"
9,9,69.7,64,68.7,56.1,33.3,65.3,9.4,6.4,73.3,"may","sun"
9,9,78.7,70.2,73.2,56.1,33.3,72.8,9.4,6.4,75.9,"sep","mon"
9,9,73.5,69.6,66.8,56.1,33.3,71.3,9.4,6.4,74.5,"nov","tue"
9,9,68.2,67.7,60.1,56.1,33.3,72,9.4,6.4,63.4,"jul","wed"
9,9,72.2,66.1,69.3,56.1,33.3,73.8,9.4,6.4,69.8,"jul","thu"
9,9,69.8,63.7,65.3,56.1,33.3,62.1,9.4,6.4,66.2,"may","sun"
9,9,71.1,72.2,63.4,56.1,33.3,66.4,9.4,6.4,70.1,"dec","sun"
9,9,63.8,64.9,64.5,56.1,33.3,68.6,9.4,6.4,62.4,"mar","thu"
9,9,72.2,69.5,64.9,56.1,33.3,66.2,9.4,6.4,68.8,"feb","tue"
9,9,64.2,68.3,78.5,56.1,33.3,69.8,9.4,6.4,62.9,"jan","mon"
9,9,71.5,70.5,70.3,56.1,33.3,72.9,9.4,6.4,73.9,"oct","sun"
9,9,60.1,63.4,69.4,56.1,33.3,66.4,9.4,6.4,60.8,"oct","tue"
9,9,74.1,72.6,72.2,56.1,33.3,65,9.4,6.4,68.5,"mar","sat"
9,9,69.3,72.2,66.3,56.1,33.3,70.7,9.4,6.4,73.4,"apr","sat"
9,9,67.5,69.4,74.6,56.1,33.3,71.2,9.4,6.4,70.8,"apr","wed"
9,9,71.6,70,69.6,56.1,33.3,64.3,9.4,6.4,68.4,"oct","sun"
9,9,63.7,61.9,71.4,56.1,33.3,68.6,9.4,6.4,66.4,"nov","mon"
9,9,66.3,74.5,65.7,56.1,33.3,62.9,9.4,6.4,70,"feb","thu"
9,9,66.1,72.4,68.6,56.1,33.3,65.3,9.4,6.4,71.4,"mar","sat"
9,9,69.3,67.3,67,56.1,33.3,67.8,9.4,6.4,66.1,"may","tue"
9,9,69.1,67.1,68,56.1,33.3,68,9.4,6.4,73.1,"may","sun"
9,9,75.4,69,67.3,56.1,33.3,76.8,9.4,6.4,64.1,"apr","thu"
9,9,71.6,65.4,65.4,56.1,33.3,64.5,9.4,6.4,72.3,"jul","fri"
9,9,69.1,72.6,67.3,56.1,33.3,75.1,9.4,6.4,60.5,"may","fri"
9,9,75.3,71.2,69.5,56.1,33.3,68.6,9.4,6.4,66.5,"mar","mon"
9,9,66.7,73.3,65,56.1,33.3,69.3,9.4,6.4,71.3,"apr","tue"
9,9,65.5,67.6,65,56.1,33.3,69.9,9.4,6.4,72.1,"feb","mon"
9,9,61.5,64.9,68.6,56.1,33.3,70,9.4,6.4,64.4,"mar","wed"
9,9,65.4,69.8,72.6,56.1,33.3,71.6,9.4,6.4,76.3,"sep","thu"
9,9,72.3,70.4,71.1,56.1,33.3,65.3,9.4,6.4,71.6,"dec","wed"
9,9,61.7,72.2,69.4,56.1,33.3,69.3,9.4,6.4,71.3,"sep","tue"
9,9,70.8,67.6,72.5,56.1,33.3,75.7,9.4,6.4,66.7,"dec","wed"
9,9,67,69.9,65.6,56.1,33.3,71.8,9.4,6.4,64,"oct","wed"
9,9,64.4,66,73.7,56.1,33.3,70.7,9.4,6.4,66.9,"jan","fri"
9,9,68.7,71.9,64.7,56.1,33.3,74.4,9.4,6.4,61.9,"mar","sat"
9,9,68.5,67.6,60.6,56.1,33.3,67.4,9.4,6.4,69.4,"apr","thu"
9,9,64.3,78.1,73.1,56.1,33.3,69.7,9.4,6.4,68.3,"oct","sat"
9,9,63.1,69.2,69.7,56.1,33.3,75.7,9.4,6.4,66.1,"sep","tue"
9,9,68.2,75.3,70.1,56.1,33.3,72.7,9.4,6.4,68.6,"mar","tue"
9,9,64.5,69.1,71.5,56.1,33.3,75.6,9.4,6.4,64.2,"aug","wed"
9,9,64.5,72.6,67.7,56.1,33.3,72.2,9.4,6.4,65.7,"nov","thu"
9,9,68.8,62.6,67.5,56.1,33.3,72.8,9.4,6.4,67.8,"mar","fri"
9,9,67.6,64.2,66.3,56.1,33.3,67.3,9.4,6.4,70,"jul","wed"
9,9,73,70.4,72.7,56.1,33.3,66.7,9.4,6.4,71,"may","fri"
9,9,66.1,74.9,67.4,56.1,33.3,74.9,9.4,6.4,69.3,"aug","sun"
9,9,60.9,65,71.1,56.1,33.3,64.5,9.4,6.4,66.1,"nov","wed"
9,9,66.3,73.5,68,56.1,33.3,74,9.4,6.4,77.6,"oct","tue"
9,9,73.8,59.4,73.8,56.1,33.3,65.3,9.4,6.4,77.2,"apr","tue"
9,9,70.1,81.8,69.1,56.1,33.3,71,9.4,6.4,66.7,"apr","fri"
9,9,69.7,67.7,67.1,56.1,33.3,65.9,9.4,6.4,68.4,"nov","fri"
9,9,65.5,65.1,66.8,56.1,33.3,60.9,9.4,6.4,68.7,"jan","thu"
9,9,61.8,65.9,72.1,56.1,33.3,61.4,9.4,6.4,65.7,"aug","wed"
9,9,75.8,66.6,68,56.1,33.3,71.8,9.4,6.4,67.5,"mar","tue"
9,9,67.9,62.8,73.6,56.1,33.3,65.4,9.4,6.4,70.9,"mar","wed"
9,9,69.8,69.9,67.5,56.1,33.3,71.8,9.4,6.4,74.4,"jul","sat"
9,9,68.2,68.2,69.5,56.1,33.3,64,9.4,6.4,74.3,"aug","mon"
9,9,64.5,72.7,62.2,56.1,33.3,66.6,9.4,6.4,68.6,"feb","tue"
9,9,72.3,76.4,68.6,56.1,33.3,66.1,9.4,6.4,73.1,"nov","mon"
9,9,69.1,78,62.5,56.1,33.3,70.9,9.4,6.4,68.9,"dec","sun"
9,9,70.6,62.3,71.6,56.1,33.3,69.2,9.4,6.4,66.7,"jun","fri"
9,9,62,74.7,65.4,56.1,33.3,71.3,9.4,6.4,71.1,"jul","tue"
9,9,65.7,72.8,65.3,56.1,33.3,64.7,9.4,6.4,70.4,"may","fri"
9,9,65.4,66.4,72.8,56.1,33.3,74.9,9.4,6.4,70.2,"feb","tue"
9,9,71.8,70.4,62.5,56.1,33.3,70.7,9.4,6.4,65.3,"aug","fri"
9,9,71.8,69.4,63.1,56.1,33.3,68,9.4,6.4,67.9,"dec","mon"
9,9,66.4,66.2,69.7,56.1,33.3,66.5,9.4,6.4,66.2,"oct","sun"
9,9,72.7,69.9,67.4,56.1,33.3,72.7,9.4,6.4,70.6,"dec","sat"
9,9,73.4,74.5,70.4,56.1,33.3,69.6,9.4,6.4,66.5,"dec","fri"
9,9,69.5,72,67.7,56.1,33.3,68.3,9.4,6.4,69.6,"jan","fri"
9,9,69.2,67.3,71.9,56.1,33.3,73.7,9.4,6.4,68.3,"mar","wed"
9,9,63.1,66.9,70.6,56.1,33.3,71.8,9.4,6.4,66.6,"nov","thu"
9,9,70,75.1,71.5,56.1,33.3,69.9,9.4,6.4,67.4,"jan","tue"
9,9,66.7,66.8,76.3,56.1,33.3,68.5,9.4,6.4,69.5,"feb","mon"
9,9,69.7,75.1,67.9,56.1,33.3,77.1,9.4,6.4,69.8,"apr","sat"
9,9,65.9,66.8,74.3,56.1,33.3,70.1,9.4,6.4,71.9,"nov","sat"
9,9,75.4,69.3,67.4,56.1,33.3,68.2,9.4,6.4,67.6,"jan","sun"
9,9,70.1,65.7,73.1,56.1,33.3,72.1,9.4,6.4,70.8,"aug","tue"
9,9,76.4,75.3,60.6,56.1,33.3,67.1,9.4,6.4,66,"sep","wed"
9,9,70.2,68.9,70.3,56.1,33.3,66.7,9.4,6.4,64.5,"mar","sun"
9,9,67.6,65.9,71.1,56.1,33.3,74.3,9.4,6.4,69.3,"mar","thu"
9,9,64.3,70.5,71.1,56.1,33.3,66,9.4,6.4,74.7,"oct","sun"
9,9,65.9,77.8,69.9,56.1,33.3,68.9,9.4,6.4,70.2,"sep","tue"
9,9,69.4,68.6,64.5,56.1,33.3,69.8,9.4,6.4,65.3,"jun","wed"
9,9,60.8,61.3,70.3,56.1,33.3,62.2,9.4,6.4,73.1,"jan","wed"
9,9,67.1,74.6,68.7,56.1,33.3,66.2,9.4,6.4,65.9,"mar","mon"
9,9,66.5,64.1,67,56.1,33.3,70.2,9.4,6.4,72,"nov","fri"
9,9,67.8,73.2,72,56.1,33.3,69,9.4,6.4,70.2,"oct","fri"
9,9,68.8,68,64.6,56.1,33.3,65.3,9.4,6.4,71,"may","thu"
9,9,70.4,75.2,73.7,56.1,33.3,63.4,9.4,6.4,75.1,"sep","fri"
9,9,74.2,69.5,69.1,56.1,33.3,64.3,9.4,6.4,65.6,"mar","tue"
9,9,61.9,72.4,63.1,56.1,33.3,73.7,9.4,6.4,73.9,"nov","thu"
9,9,63.4,67.9,66.4,56.1,33.3,61.6,9.4,6.4,67.4,"nov","mon"
9,9,67.4,72.5,72.4,56.1,33.3,70.4,9.4,6.4,70.6,"jun","tue"
9,9,69.3,72.6,65.3,56.1,33.3,66.7,9.4,6.4,73.5,"oct","wed"
9,9,74.3,64.1,70.6,56.1,33.3,69.1,9.4,6.4,75,"mar","sat"
9,9,71.2,62.5,65.5,56.1,33.3,69.5,9.4,6.4,67.6,"sep","fri"
9,9,59.8,66.6,66,56.1,33.3,70.5,9.4,6.4,73,"sep","sun"
9,9,72.9,69.8,65.9,56.1,33.3,69.9,9.4,6.4,70.5,"dec","sun"
9,9,72.3,69.8,63.7,56.1,33.3,70.6,9.4,6.4,77,"mar","fri"
9,9,66.1,78.6,67.9,56.1,33.3,68.2,9.4,6.4,65.7,"oct","mon"
9,9,66.9,70.3,69.2,56.1,33.3,68.6,9.4,6.4,71.4,"oct","mon"
9,9,67.7,72.8,70.6,56.1,33.3,65.5,9.4,6.4,65.9,"jun","fri"
9,9,72.8,71.4,66.4,56.1,33.3,69.9,9.4,6.4,65.9,"dec","wed"
9,9,69.5,68.3,72.7,56.1,33.3,69.3,9.4,6.4,62.9,"feb","wed"
9,9,71.1,68.6,69.1,56.1,33.3,67.1,9.4,6.4,67.2,"dec","sun"
9,9,75.7,69.6,68.8,56.1,33.3,69.4,9.4,6.4,71.2,"jun","thu"
9,9,71.6,80.9,72.7,56.1,33.3,71.3,9.4,6.4,63.6,"oct","mon"
9,9,67.6,66.4,74.9,56.1,33.3,67.3,9.4,6.4,71.9,"apr","thu"
9,9,64.6,71.6,70.2,56.1,33.3,72,9.4,6.4,72.7,"dec","sat"
9,9,70.9,67.7,68.4,56.1,33.3,72.6,9.4,6.4,68.7,"jan","sat"
9,9,64.5,62.8,69.4,56.1,33.3,67,9.4,6.4,75.2,"apr","fri"
9,9,67.5,66.1,71.8,56.1,33.3,67,9.4,6.4,66.4,"apr","fri"
9,9,68,63.7,74.8,56.1,33.3,77.2,9.4,6.4,70.6,"apr","mon"
9,9,69.8,67.6,67.4,56.1,33.3,67.4,9.4,6.4,72.3,"feb","wed"
9,9,64.8,71.7,66.1,56.1,33.3,68.8,9.4,6.4,64.3,"dec","thu"
9,9,61.9,64.3,72.4,56.1,33.3,68.5,9.4,6.4,69.1,"apr","sat"
9,9,73,63.2,66.4,56.1,33.3,68.5,9.4,6.4,71.9,"sep","sat"
9,9,66,69.5,72.8,56.1,33.3,62.6,9.4,6.4,65.9,"jan","fri"
9,9,66.3,72.4,73.6,56.1,33.3,69.4,9.4,6.4,63,"jul","sat"
9,9,71.6,63.9,73,56.1,33.3,66,9.4,6.4,70.3,"jul","mon"
9,9,75.1,60.8,70.6,56.1,33.3,68.9,9.4,6.4,61.8,"jan","sat"
9,9,74.1,67.8,72.4,56.1,33.3,70,9.4,6.4,76.6,"sep","mon"
9,9,66.4,68.6,69.3,56.1,33.3,68.1,9.4,6.4,64.5,"sep","sun"
9,9,68.5,68.2,62.5,56.1,33.3,71.1,9.4,6.4,65.9,"feb","mon"
